key,type1,type2,attributes/2,attributes/3,attributes/4,attributes/5,attributes/6,attributes/7,attributes/8,attributes/9,attributes/10,attributes/11,attributes/12,attributes/13,attributes/14,attributes/15,attributes/16,attributes/17,attributes/18,attributes/19,attributes/20,attributes/21,attributes/22,attributes/23,attributes/label,attributes/size,attributes/color
1724,Yerevan Physics Institute,Armenia,Research centers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yerevan Physics Institute,4.7157397,#d95b43
24,ENS LSH Lyon,France,Universities and secondary schools,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,ENS LSH Lyon,4.544725,#c02943
48,Geological Survey of Finland (GTK) ,Finland,Research centers,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Geological Survey of Finland (GTK) ,4.544725,#b7e0d5
103,Leo Apostel,Belgium,Portal or other independent Websites,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Leo Apostel,4.544725,#d99ea0
106,Leuven R&D,Belgium,Universities and secondary schools,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Leuven R&D,4.544725,#d99ea0
166,Sens commun,France,Personal websites,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Sens commun,4.544725,#c02943
224,A fond la Science Ballancourt (91),France,NGO-CSO,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,A fond la Science Ballancourt (91),4.544725,#c02943
249,Centro Ciência Viva do Alviela,Portugal,Science centres and museums,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Centro Ciência Viva do Alviela,4.544725,#3c8686
291,Armenia Tree Project,Armenia,Events/projects,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Armenia Tree Project,4.544725,#d95b43
372,University of Gdańsk,Poland,Universities and secondary schools,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,University of Gdańsk,4.544725,#ecd078
387,Centro de Ciência Viva de Braganca,Portugal,Science centres and museums,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Centro de Ciência Viva de Braganca,4.544725,#3c8686
390,Beautiful Science Project (British Council - Bulgaria),Bulgaria,Events/projects,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Beautiful Science Project (British Council - Bulgaria),4.544725,#aad7a7
443,Center for Civic Education,Montenegro,NGO-CSO,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Center for Civic Education,4.544725,#d9b59f
469,Nicolaus Copernicus University,Poland,Universities and secondary schools,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Nicolaus Copernicus University,4.544725,#ecd078
499,Centre Régional d’Initiation à l’Environnement,Belgium,Network of organizations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Centre Régional d’Initiation à l’Environnement,4.544725,#d99ea0
534,De tijd loopt,Belgium,Events/projects,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,De tijd loopt,4.544725,#d99ea0
548,Estonian History Museum,Estonia,Science centres and museums,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Estonian History Museum,4.544725,#d0e4a2
580,"""Enterprise Incubator"" Foundation",Armenia,Advisory bodies,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"""Enterprise Incubator"" Foundation",4.544725,#d95b43
596,Estonian Naturalists Society,Estonia,NGO-CSO,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Estonian Naturalists Society,4.544725,#d0e4a2
608,Encyclopedia.bg,Bulgaria,Portal or other independent Websites,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Encyclopedia.bg,4.544725,#aad7a7
614,EnergyMed-Mostra d'oltre mare,Italy,Events/projects,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EnergyMed-Mostra d'oltre mare,4.544725,#cfe39e
618,Enroweb,France,Personal websites,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Enroweb,4.544725,#c02943
688,Torunskie Science Festival,Poland,Network of organizations,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Torunskie Science Festival,4.544725,#ecd078
697,Faculty of Humanities Prague,Czech Republic,Universities and secondary schools,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Faculty of Humanities Prague,4.544725,#79bd9b
766,Géospace Hérault- Languedoc-Roussillon,France,Science centres and museums,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Géospace Hérault- Languedoc-Roussillon,4.544725,#c02943
826,Polish Hydrogen and Fuel Cell Association Website,Poland,Network of organizations,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Polish Hydrogen and Fuel Cell Association Website,4.544725,#ecd078
866,INIST,France,Research centers,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,INIST,4.544725,#c02943
870,Innostart – National Business and Innovation Centre,Hungary,Companies,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Innostart – National Business and Innovation Centre,4.544725,#744557
912,Georgi Nadjakov Institute of Solid State Physics - BAS,Bulgaria,Research centers,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Georgi Nadjakov Institute of Solid State Physics - BAS,4.544725,#aad7a7
974,Central Statistical Office,Hungary,Policy makers and governmental organizations,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Central Statistical Office,4.544725,#744557
1027,Museum of Natural History,Estonia,Science centres and museums,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Museum of Natural History,4.544725,#d0e4a2
1039,Musée Aquarium de Nancy,France,Science centres and museums,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Musée Aquarium de Nancy,4.544725,#c02943
1086,"Plants, Breeding and Gene Technology",Finland,Personal websites,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Plants, Breeding and Gene Technology",4.544725,#b7e0d5
1093,Molecular Lab,Italy,Portal or other independent Websites,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Molecular Lab,4.544725,#cfe39e
1106,HAS Institute of Psychology,Hungary,Research centers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,HAS Institute of Psychology,4.544725,#744557
1137,Harjumaa Museum,Estonia,Science centres and museums,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Harjumaa Museum,4.544725,#d0e4a2
1170,North Karelia University of Applied Sciences,Finland,Universities and secondary schools,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,North Karelia University of Applied Sciences,4.544725,#b7e0d5
1196,North-Hungarian Regional Development Agency,Hungary,Subnational and local actors,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,North-Hungarian Regional Development Agency,4.544725,#744557
1230,Portal for the cities,Hungary,Portal or other independent Websites,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Portal for the cities,4.544725,#744557
1263,Politechnika Białostocka,Poland,Universities and secondary schools,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Politechnika Białostocka,4.544725,#ecd078
1283,Pikaia,Italy,Portal or other independent Websites,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Pikaia,4.544725,#cfe39e
1353,Flanders Research Information Space,Belgium,Portal or other independent Websites,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Flanders Research Information Space,4.544725,#d99ea0
1411,SciencePoles,Belgium,Portal or other independent Websites,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SciencePoles,4.544725,#d99ea0
1414,Scientist at work,Belgium,Events/projects,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Scientist at work,4.544725,#d99ea0
1421,Estonian Marine Institute,Estonia,Universities and secondary schools,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Estonian Marine Institute,4.544725,#d0e4a2
1442,Sinia-Planeta.com,Bulgaria,Portal or other independent Websites,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sinia-Planeta.com,4.544725,#aad7a7
1505,Technology centre,Czech Republic,Policy makers and governmental organizations,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Technology centre,4.544725,#79bd9b
1561,Luonnonsuojeluyhdistys Tuottava Maa-Turvattu Luonto ry,Finland,NGO-CSO,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Luonnonsuojeluyhdistys Tuottava Maa-Turvattu Luonto ry,4.544725,#b7e0d5
1646,Universidade de Trás os Montes e Alto Douro,Portugal,Universities and secondary schools,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Universidade de Trás os Montes e Alto Douro,4.544725,#3c8686
1665,Veolia Environnement,France,Companies,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Veolia Environnement,4.544725,#c02943
1673,Video Scienza,Italy,Media,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Video Scienza,4.544725,#cfe39e
1696,Vraiment durable,France,NGO-CSO,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Vraiment durable,4.544725,#c02943
1722,Yerevan Automated Control Systems Scientific Research Institute,Armenia,Research centers,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Yerevan Automated Control Systems Scientific Research Institute,4.544725,#d95b43
1751,Young Talents Competition,Bulgaria,Events/projects,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Young Talents Competition,4.544725,#aad7a7
16,Bio.topvisia.net,Bulgaria,Portal or other independent Websites,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bio.topvisia.net,4.3899565,#aad7a7
38,Université de Pau et des Pays de l'Adour - Mission CST,France,Universities and secondary schools,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Université de Pau et des Pays de l'Adour - Mission CST,4.3899565,#c02943
74,Forum social mondial science et démocratie,International,International,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Forum social mondial science et démocratie,4.3899565,#08486b
113,Medical University - Plovdiv ,Bulgaria,Universities and Secondary schools,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Medical University - Plovdiv ,4.3899565,#aad7a7
160,Earth Science Collections Information System,Estonia,Portal or other independent Websites,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Earth Science Collections Information System,4.3899565,#d0e4a2
213,Accord Wallonie,Belgium,Network of organizations,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Accord Wallonie,4.3899565,#d99ea0
215,Armenian Center for Scientific and Technological Information,Armenia,Research centers,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Armenian Center for Scientific and Technological Information,4.3899565,#d95b43
221,Armenian-European Policy & Legal Advise Center,International,International,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Armenian-European Policy & Legal Advise Center,4.3899565,#08486b
239,Associazione italiana per l'agricoltura biologica,Italy,NGO-CSO,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Associazione italiana per l'agricoltura biologica,4.3899565,#cfe39e
267,Akademia Podlaska w Siedlcach,Poland,Universities and secondary schools,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Akademia Podlaska w Siedlcach,4.3899565,#ecd078
281,Archimede Foundation,Estonia,NGO-CSO,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Archimede Foundation,4.3899565,#d0e4a2
304,Association pour l'étude du pic du pétrole et du gaz,Belgium,NGO-CSO,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Association pour l'étude du pic du pétrole et du gaz,4.3899565,#d99ea0
326,Azg Oratert,Armenia,Media,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Azg Oratert,4.3899565,#d95b43
405,Centrum Astronomiczne im. M. Kopernika PAN,Poland,Research centers,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Centrum Astronomiczne im. M. Kopernika PAN,4.3899565,#ecd078
414,A Meridiana - CCSTI de Corse,France,Science centres and museums,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A Meridiana - CCSTI de Corse,4.3899565,#c02943
489,Cosmos BG,Bulgaria,Personal websites,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Cosmos BG,4.3899565,#aad7a7
500,Comité de Recherche et d'Information indépendantes sur le génie génétique,France,Advisory bodies,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Comité de Recherche et d'Information indépendantes sur le génie génétique,4.3899565,#c02943
517,Conseil wallon de l’environnement pour le développement durable,Belgium,Advisory bodies,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Conseil wallon de l’environnement pour le développement durable,4.3899565,#d99ea0
518,Center of Women's Studies and Policies (CWSP) ,Bulgaria,NGO-CSO,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Center of Women's Studies and Policies (CWSP) ,4.3899565,#aad7a7
520,Club Young Scientists,Bulgaria,NGO-CSO,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Club Young Scientists,4.3899565,#aad7a7
570,Rai Educational,Italy,Media,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rai Educational,4.3899565,#cfe39e
577,Estonian Geological Society,Estonia,NGO-CSO,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Estonian Geological Society,4.3899565,#d0e4a2
581,Wroclaw Research Center EIT+,Poland,Research centers,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,Wroclaw Research Center EIT+,4.3899565,#ecd078
587,European Contact Group,Czech Republic,NGO-CSO,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,European Contact Group,4.3899565,#79bd9b
628,Electric Power Company,Montenegro,Companies,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Electric Power Company,4.3899565,#d9b59f
648,Chaire Hoover d'éthique économique et sociale,Belgium,Events/projects,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chaire Hoover d'éthique économique et sociale,4.3899565,#d99ea0
670,Evrika Foundation,Bulgaria,NGO-CSO,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Evrika Foundation,4.3899565,#aad7a7
722,Fondation 93 - Atelier des Sciences,France,Science centres and museums,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fondation 93 - Atelier des Sciences,4.3899565,#c02943
744,Fun Science Gallery,Italy,Portal or other independent Websites,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Fun Science Gallery,4.3899565,#cfe39e
779,Gödöllő region,Hungary,Subnational and local actors,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Gödöllő region,4.3899565,#744557
792,Green Lane ,Armenia,NGO-CSO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Green Lane ,4.3899565,#d95b43
796,GroupeOne,Belgium,NGO-CSO,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GroupeOne,4.3899565,#d99ea0
859,"Instituto Nacional de Engenharia, Tecnologia, e Inovação I.P",Portugal,Research centers,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Instituto Nacional de Engenharia, Tecnologia, e Inovação I.P",4.3899565,#3c8686
863,Info Fest,Montenegro,Events/projects,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Info Fest,4.3899565,#d9b59f
935,"Youth Cultural Center ""Juventas""",Montenegro,NGO-CSO,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Youth Cultural Center ""Juventas""",4.3899565,#d9b59f
937,Kohtla Underground Mining Museum-Park,Estonia,Science centres and museums,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Kohtla Underground Mining Museum-Park,4.3899565,#d0e4a2
939,Kanal 2,Estonia,Media,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kanal 2,4.3899565,#d0e4a2
965,School Portal,Estonia,Portal or other independent Websites,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,School Portal,4.3899565,#d0e4a2
969,Kõrvemaa Landscape Reserv,Estonia,Research centers,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kõrvemaa Landscape Reserv,4.3899565,#d0e4a2
987,Academy of Fine Arts,Finland,Universities and secondary schools,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Academy of Fine Arts,4.3899565,#b7e0d5
1004,European Association for Education Law and Policy,International,International,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,European Association for Education Law and Policy,4.3899565,#08486b
1022,Estonian Nature,Estonia,Media,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Estonian Nature,4.3899565,#d0e4a2
1037,Espace Pierre Mendès France - CCSTI de Poitiers,France,Science centres and museums,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Espace Pierre Mendès France - CCSTI de Poitiers,4.3899565,#c02943
1048,Millennium Challenge Account-Armenia,Armenia,Policy makers and governmental organizations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Millennium Challenge Account-Armenia,4.3899565,#d95b43
1092,Ministry of Health of RA,Armenia,Policy makers and governmental organizations,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Ministry of Health of RA,4.3899565,#d95b43
1129,Muséum d'histoire naturelle Aix-en-Provence,France,Science centres and museums,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Muséum d'histoire naturelle Aix-en-Provence,4.3899565,#c02943
1132,Muséum d'histoire naturelle Marseille,France,Science centres and museums,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Muséum d'histoire naturelle Marseille,4.3899565,#c02943
1166,Nausicaa,France,Science centres and museums,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nausicaa,4.3899565,#c02943
1204,National Council for Scientific Research,Bulgaria,Advisory bodies,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,National Council for Scientific Research,4.3899565,#aad7a7
1207,National technical museum,Czech Republic,Science centres and museums,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,National technical museum,4.3899565,#79bd9b
1226,Oxfam Fair trade,Belgium,NGO-CSO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Oxfam Fair trade,4.3899565,#d99ea0
1281,Pièce et main d'œuvre,France,NGO-CSO,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Pièce et main d'œuvre,4.3899565,#c02943
1318,Printemps de l'Environnement,Belgium,Events/projects,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Printemps de l'Environnement,4.3899565,#d99ea0
1357,Rete ambiente,Italy,Media,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rete ambiente,4.3899565,#cfe39e
1358,Réseau d'accès international au développement durable,France,Network of organizations,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Réseau d'accès international au développement durable,4.3899565,#c02943
1407,Youth Academy Science Portal,Armenia,NGO-CSO,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Youth Academy Science Portal,4.3899565,#d95b43
1415,Associazione scienza viva,Italy,NGO-CSO,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Associazione scienza viva,4.3899565,#cfe39e
1422,National Audiovisual Archive ,Finland,Policy makers and governmental organizations,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,National Audiovisual Archive ,4.3899565,#b7e0d5
1448,Schools in Montenegro,Montenegro,Portal or other independent Websites,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Schools in Montenegro,4.3899565,#d9b59f
1470,Space Research Institute - BAS,Bulgaria,Research centers,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,Space Research Institute - BAS,4.3899565,#aad7a7
1494,Szonda Ipsos Market Research Co.,Hungary,Companies,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Szonda Ipsos Market Research Co.,4.3899565,#744557
1498,Tallinn Zoo,Estonia,Science centres and museums,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Tallinn Zoo,4.3899565,#d0e4a2
1525,Természet Világa,Hungary,Media,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Természet Világa,4.3899565,#744557
1543,Estonian Theatre and Music Museum,Estonia,Science centres and museums,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Estonian Theatre and Music Museum,4.3899565,#d0e4a2
1555,Technical University of Varna ,Bulgaria,Universities and Secondary schools,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Technical University of Varna ,4.3899565,#aad7a7
1606,Scince Festival of Maria Curie-Skolodowska University,Poland,Network of organizations,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Scince Festival of Maria Curie-Skolodowska University,4.3899565,#ecd078
1639,Zachodniopomorskie Science Festival,Poland,Network of organizations,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Zachodniopomorskie Science Festival,4.3899565,#ecd078
1647,Universidade Tecnica de Lisboa,Portugal,Universities and secondary schools,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Universidade Tecnica de Lisboa,4.3899565,#3c8686
1675,Viidumäe Nature Reserv,Estonia,Research centers,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Viidumäe Nature Reserv,4.3899565,#d0e4a2
1681,Visionarium Europarque,Portugal,Science centres and museums,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Visionarium Europarque,4.3899565,#3c8686
1706,Research institute of Textile Machines Liberec,Czech Republic,Research centers,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Research institute of Textile Machines Liberec,4.3899565,#79bd9b
1714,Wetenschapscafe,Belgium,Events/projects,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wetenschapscafe,4.3899565,#d99ea0
1717,Akademia im. Jana Długosza w Częstochowie,Poland,Universities and secondary schools,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Akademia im. Jana Długosza w Częstochowie,4.3899565,#ecd078
26,Cafe Del Montenegro,Montenegro,Media,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Cafe Del Montenegro,4.2534146,#d9b59f
47,University of Forestry - Sofia,Bulgaria,Universities and Secondary schools,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,University of Forestry - Sofia,4.2534146,#aad7a7
55,Hungarian Mobility Portal,Hungary,Portal or other independent Websites,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Hungarian Mobility Portal,4.2534146,#744557
101,NewtonApple,Italy,personal websites,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NewtonApple,4.2534146,#cfe39e
110,Institute of Mathematics,Armenia,Research centers,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Institute of Mathematics,4.2534146,#d95b43
146,Department Of Media Communication AS CR,Czech Republic,Research centers,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Department Of Media Communication AS CR,4.2534146,#79bd9b
165,Scienza per tutti,Italy,Portal or other independent Websites,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Scienza per tutti,4.2534146,#cfe39e
175,National educational portal,Bulgaria,Portal or other independent Websites,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,National educational portal,4.2534146,#aad7a7
177,Stimulus,Belgium,Portal or other independent Websites,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Stimulus,4.2534146,#d99ea0
191,Centro de Ciência Viva de Vila do Conde,Portugal,Science centres and museums,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Centro de Ciência Viva de Vila do Conde,4.2534146,#3c8686
195,EUMENT-NET project ,Bulgaria,Network of organizations,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EUMENT-NET project ,4.2534146,#aad7a7
211,Accademia Nazionale delle Scienze,Italy,Policy makers and governmental organizations,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Accademia Nazionale delle Scienze,4.2534146,#cfe39e
255,Armenian Chamber of Commerce,Armenia,Companies,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Armenian Chamber of Commerce,4.2534146,#d95b43
264,Futuris/ANRT,France,Advisory bodies,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Futuris/ANRT,4.2534146,#c02943
271,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,Poland,Universities and secondary schools,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,4.2534146,#ecd078
298,Armenian Sociological Association,Armenia,NGO-CSO,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Armenian Sociological Association,4.2534146,#d95b43
339,Belgian BioIndustries Association,International,International,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Belgian BioIndustries Association,4.2534146,#08486b
357,Bioethics Institute Ghent,Belgium,Research centers,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Bioethics Institute Ghent,4.2534146,#d99ea0
