key,type1,type2,attributes/2,attributes/3,attributes/4,attributes/5,attributes/6,attributes/7,attributes/8,attributes/9,attributes/10,attributes/11,attributes/12,attributes/13,attributes/14,attributes/15,attributes/16,attributes/17,attributes/18,attributes/19,attributes/20,attributes/21,attributes/22,attributes/23,attributes/label,attributes/size,attributes/color
673,Explor@dome- 75 Paris,France,Science centres and museums,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Explor@dome- 75 Paris,7.1049232,#c02943
686,Lubelskie Science Festival,Poland,Network of organizations,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Lubelskie Science Festival,7.1049232,#ecd078
850,IMEC,Belgium,Research centers,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,IMEC,7.1049232,#d99ea0
944,KASCIOPE,France,Science centres and museums,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,KASCIOPE,7.1049232,#c02943
1020,Laboratório Nacional de Engenharia Civil ,Portugal,Research centers,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Laboratório Nacional de Engenharia Civil ,7.1049232,#3c8686
1040,Musée de zoologie Nancy,France,Science centres and museums,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Musée de zoologie Nancy,7.1049232,#c02943
1328,Association française pour l'nformation scientifique,France,NGO-CSO,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Association française pour l'nformation scientifique,7.1049232,#c02943
1332,Institute for development and innovations in education and science - IDIES ,Bulgaria,NGO-CSO,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Institute for development and innovations in education and science - IDIES ,7.1049232,#aad7a7
1460,HAS Institute of Sociology,Hungary,Research centers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,HAS Institute of Sociology,7.1049232,#744557
57,Environmental blog,Estonia,Portal or other independent Websites,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Environmental blog,6.8194356,#d0e4a2
306,Association of Science and Technology centers,International,International,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Association of Science and Technology centers,6.8194356,#08486b
709,Fishbase,Italy,Portal or other independent Websites,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fishbase,6.8194356,#cfe39e
773,GlobeNet,France,NGO-CSO,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,GlobeNet,6.8194356,#c02943
840,Instytut Geofizyki Polskiej Akademii Nauk,Poland,Research centers,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Instytut Geofizyki Polskiej Akademii Nauk,6.8194356,#ecd078
855,Institute and museum of the History of Science,Italy,science centres and museums,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Institute and museum of the History of Science,6.8194356,#cfe39e
995,Lahti University of Applied Sciences,Finland,Universities and secondary schools,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Lahti University of Applied Sciences,6.8194356,#b7e0d5
1210,College of Nyíregyháza,Hungary,Universities and secondary schools,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,College of Nyíregyháza,6.8194356,#744557
1273,PhD Gate,Bulgaria,Events/projects,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,PhD Gate,6.8194356,#aad7a7
1331,Plovdiv University 'Paisiy Hilendarski',Bulgaria,Universities and Secondary schools,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,Plovdiv University 'Paisiy Hilendarski',6.8194356,#aad7a7
1438,Konstantin Preslavsky University of Shumen,Bulgaria,Universities and Secondary schools,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Konstantin Preslavsky University of Shumen,6.8194356,#aad7a7
1466,Sophia,Belgium,NGO-CSO,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Sophia,6.8194356,#d99ea0
1497,University of Art and Design,Finland,Universities and secondary schools,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,University of Art and Design,6.8194356,#b7e0d5
1523,National Advisory Board on Research Ethics,Finland,Advisory bodies,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,National Advisory Board on Research Ethics,6.8194356,#b7e0d5
1690,Vlaamse Interuniversitaire Raad,Belgium,Advisory bodies,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Vlaamse Interuniversitaire Raad,6.8194356,#d99ea0
61,Estonian television ,Estonia,Media,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Estonian television ,6.5431547,#d0e4a2
97,De conceptuele ingenieur,Belgium,Personal websites,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,De conceptuele ingenieur,6.5431547,#d99ea0
190,Vikerraadio,Estonia,Media,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vikerraadio,6.5431547,#d0e4a2
217,Ada (Women and new technologies),Belgium,NGO-CSO,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Ada (Women and new technologies),6.5431547,#d99ea0
273,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,Poland,Universities and secondary schools,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,6.5431547,#ecd078
450,Ciel et Espace,France,Media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Ciel et Espace,6.5431547,#c02943
646,The National Advisory Board on Health Care Ethics (ETENE),Finland,Advisory bodies,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,The National Advisory Board on Health Care Ethics (ETENE),6.5431547,#b7e0d5
654,EU news – government portal on EU matters,Hungary,Policy makers and governmental organizations,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,EU news – government portal on EU matters,6.5431547,#744557
698,Tartu University Institute of Physics,Estonia,Universities and secondary schools,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Tartu University Institute of Physics,6.5431547,#d0e4a2
931,Jeunesses scientifiques de Belgique,Belgium,NGO-CSO,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Jeunesses scientifiques de Belgique,6.5431547,#d99ea0
943,Karula National Park,Estonia,Research centers,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Karula National Park,6.5431547,#d0e4a2
992,Lahemaa National Park,Estonia,Research centers,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lahemaa National Park,6.5431547,#d0e4a2
1034,Magyar Hírlap,Hungary,Media,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Magyar Hírlap,6.5431547,#744557
1045,Matsalu National Park,Estonia,Research centers,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matsalu National Park,6.5431547,#d0e4a2
1105,HAS Ethnic and National Minorities,Hungary,Research centers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,HAS Ethnic and National Minorities,6.5431547,#744557
1113,MTV 1,Hungary,Media,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MTV 1,6.5431547,#744557
1183,NGO Center,Armenia,NGO-CSO,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NGO Center,6.5431547,#d95b43
1334,Vaasa University of Applied Sciences,Finland,Universities and secondary schools,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Vaasa University of Applied Sciences,6.5431547,#b7e0d5
1490,"Szent István University, Gödöllő",Hungary,Universities and secondary schools,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Szent István University, Gödöllő",6.5431547,#744557
1502,TARKI Social Research Insitute,Hungary,Companies,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,TARKI Social Research Insitute,6.5431547,#744557
1571,Universidade do Algarve,Portugal,Universities and secondary schools,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Universidade do Algarve,6.5431547,#3c8686
1687,Vlaams Instituut voor Wetenschappelijk en Technologisch Aspectenonderzoek,Belgium,Policy makers and governmental organizations,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Vlaams Instituut voor Wetenschappelijk en Technologisch Aspectenonderzoek,6.5431547,#d99ea0
1748,FNRS,Belgium,Policy makers and governmental organizations,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,FNRS,6.5431547,#d99ea0
17,Système d'informations sur la biodiversité en Wallonie,Belgium,Portal or other independent Websites,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Système d'informations sur la biodiversité en Wallonie,6.276424,#d99ea0
95,Klassikaraadio,Estonia,Media,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Klassikaraadio,6.276424,#d0e4a2
104,Pärnu Nature Centre,Estonia,Science centres and museums,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Pärnu Nature Centre,6.276424,#d0e4a2
176,Stijns filosofie blog,Belgium,Personal websites,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Stijns filosofie blog,6.276424,#d99ea0
232,Agricultural Information Service,Belgium,Portal or other independent Websites,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Agricultural Information Service,6.276424,#d99ea0
321,AusBiotech,International,International,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,AusBiotech,6.276424,#08486b
522,CZELO,Czech Republic,Policy makers and governmental organizations,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CZELO,6.276424,#79bd9b
543,Duna TV,Hungary,Media,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duna TV,6.276424,#744557
583,National Examinations and Qualifications Centre,Estonia,Policy makers and governmental organizations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,National Examinations and Qualifications Centre,6.276424,#d0e4a2
621,Academy of Young Scienists,Estonia,NGO-CSO,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Academy of Young Scienists,6.276424,#d0e4a2
806,Czech Helsinki Commitee,Czech Republic,NGO-CSO,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Czech Helsinki Commitee,6.276424,#79bd9b
1381,Sauvons la Recherche,France,NGO-CSO,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Sauvons la Recherche,6.276424,#c02943
1403,Science Animation  Midi-Pyrénées ,France,Science centres and museums,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Science Animation  Midi-Pyrénées ,6.276424,#c02943
1478,FOUNDATION for FUTURE GENERATIONS,Belgium,NGO-CSO,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FOUNDATION for FUTURE GENERATIONS,6.276424,#d99ea0
1482,The Finnish Association of Non-fiction Writers,Finland,NGO-CSO,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Finnish Association of Non-fiction Writers,6.276424,#b7e0d5
1616,Trakia University – Stara Zagora ,Bulgaria,Universities and Secondary schools,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Trakia University – Stara Zagora ,6.276424,#aad7a7
1618,Uniwersytet Łódzki,Poland,Universities and secondary schools,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Uniwersytet Łódzki,6.276424,#ecd078
62,Hu. EU portal,Hungary,Portal or other independent Websites,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Hu. EU portal,6.019621,#744557
109,Pluk de filosofie,Belgium,Personal websites,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Pluk de filosofie,6.019621,#d99ea0
219,Akademia Ekonomiczna im. Karola Adamieckigo w Katowicach,Poland,Universities and secondary schools,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Akademia Ekonomiczna im. Karola Adamieckigo w Katowicach,6.019621,#ecd078
356,Bioenergybaltic,Estonia,Portal or other independent Websites,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bioenergybaltic,6.019621,#d0e4a2
373,Biotechnolog.net,Poland,Portal or other independent Websites,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Biotechnolog.net,6.019621,#ecd078
598,L'Embarcadère du Savoir,Belgium,Science centres and museums,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,L'Embarcadère du Savoir,6.019621,#d99ea0
645,North-Alföld Regional Development Agency,Hungary,Subnational and local actors,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,North-Alföld Regional Development Agency,6.019621,#744557
918,Estonian IT College,Estonia,Universities and secondary schools,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Estonian IT College,6.019621,#d0e4a2
970,Eagle Club,Estonia,NGO-CSO,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eagle Club,6.019621,#d0e4a2
1079,The Millennium Prize Foundation,Finland,NGO-CSO,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Millennium Prize Foundation,6.019621,#b7e0d5
1136,Muséum d'histoire naturelle Toulouse,France,Science centres and museums,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Muséum d'histoire naturelle Toulouse,6.019621,#c02943
1178,Ministry for National Development and Economy,Hungary,Policy makers and governmental organizations,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Ministry for National Development and Economy,6.019621,#744557
1241,Otepää Naturepark,Estonia,Research centers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Otepää Naturepark,6.019621,#d0e4a2
1254,Paris Montagne,France,NGO-CSO,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Paris Montagne,6.019621,#c02943
1301,Politechnika Opolska,Poland,Universities and secondary schools,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Politechnika Opolska,6.019621,#ecd078
1307,Politechnika Lubelska,Poland,Universities and secondary schools,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Politechnika Lubelska,6.019621,#ecd078
1319,association des profeseurs de Biologie,Belgium,NGO-CSO,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,association des profeseurs de Biologie,6.019621,#d99ea0
1348,Relais d'sciences - CCSTI de Basse-Normandie,France,Science centres and museums,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Relais d'sciences - CCSTI de Basse-Normandie,6.019621,#c02943
1383,Conseil Général de l'Essonne,France,Policy makers and governmental organizations,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Conseil Général de l'Essonne,6.019621,#c02943
1493,Szochalo,Hungary,Portal or other independent Websites,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Szochalo,6.019621,#744557
1518,Estonian Association of Technology Education,Estonia,NGO-CSO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Estonian Association of Technology Education,6.019621,#d0e4a2
1567,"Tartu University, Institute of Molecular and Cell Biology",Estonia,Universities and secondary schools,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Tartu University, Institute of Molecular and Cell Biology",6.019621,#d0e4a2
1619,Uniwersytet Opolski,Poland,Universities and secondary schools,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Uniwersytet Opolski,6.019621,#ecd078
1620,Uniwersytet Wrocławski,Poland,Universities and secondary schools,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Uniwersytet Wrocławski,6.019621,#ecd078
1621,université de sofia antipolis,France,universities and secondary schools,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,université de sofia antipolis,6.019621,#c02943
1669, Varna Free University,Bulgaria,Universities and Secondary schools,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0, Varna Free University,6.019621,#aad7a7
1715,Wetenschapswinkel,Belgium,Portal or other independent Websites,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wetenschapswinkel,6.019621,#d99ea0
46,BICTEL,Belgium,Portal or other independent Websites,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BICTEL,5.773166,#d99ea0
141,Budapest University of Technology and Economics,Hungary,Universities and secondary schools,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,Budapest University of Technology and Economics,5.773166,#744557
236,"AgroParisTech,",France,Universities and secondary schools,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AgroParisTech,",5.773166,#c02943
257,"""AMERIA"" CJSC ",Armenia,Companies,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"""AMERIA"" CJSC ",5.773166,#d95b43
408,Montenegrin Academy of Arts and Science,Montenegro,Advisory bodies,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Montenegrin Academy of Arts and Science,5.773166,#d9b59f
442,Fondation C génial,France,Companies,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Fondation C génial,5.773166,#c02943
482,"Collegium Budapest, Institute for Advanced Studies",Hungary,NGO-CSO,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,"Collegium Budapest, Institute for Advanced Studies",5.773166,#744557
571,Education portal,Hungary,Portal or other independent Websites,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Education portal,5.773166,#744557
739,Work and technology research centre,Belgium,Research centers,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Work and technology research centre,5.773166,#d99ea0
897,Belgian Interregional Environment Agency,Belgium,Policy makers and governmental organizations,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Belgian Interregional Environment Agency,5.773166,#d99ea0
954,Dag van de onderzoekers,Belgium,Events/projects,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Dag van de onderzoekers,5.773166,#d99ea0
984,Researchers’ Night,Hungary,Events/projects,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Researchers’ Night,5.773166,#744557
1064,Metafro Infosys,Belgium,Portal or other independent Websites,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Metafro Infosys,5.773166,#d99ea0
1076,"Centre for metrology and accreditation, Mikes ",Finland,Research centers,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Centre for metrology and accreditation, Mikes ",5.773166,#b7e0d5
1246,Forum 50%,Czech Republic,NGO-CSO,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Forum 50%,5.773166,#79bd9b
1260,Department Pasteur Institute,Belgium,Research centers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Department Pasteur Institute,5.773166,#d99ea0
1321,Project Harmony,Armenia,Events/projects,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Project Harmony,5.773166,#d95b43
1489,Synopsys,Armenia,Companies,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Synopsys,5.773166,#d95b43
1539,Committee for Public Information ,Finland,Advisory bodies,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Committee for Public Information ,5.773166,#b7e0d5
1550,Turku School of Economics and Business Administration,Finland,Universities and secondary schools,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Turku School of Economics and Business Administration,5.773166,#b7e0d5
1651,Centre of Recycling,Estonia,NGO-CSO,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Centre of Recycling,5.773166,#d0e4a2
1654,Uniwersytet w Białymstoku,Poland,Universities and secondary schools,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Uniwersytet w Białymstoku,5.773166,#ecd078
119,Medical University - Sofia ,Bulgaria,Universities and Secondary schools,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Medical University - Sofia ,5.5375357,#aad7a7
149,Association française pour l'information scientifique,France,Media,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Association française pour l'information scientifique,5.5375357,#c02943
275,Uniwersytet Przyrodniczy we Wrocławiu,Poland,Universities and secondary schools,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Uniwersytet Przyrodniczy we Wrocławiu,5.5375357,#ecd078
312,Les Atomes crochus ,France,NGO-CSO,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Les Atomes crochus ,5.5375357,#c02943
349,The Bulgarian Industrial Association ,Bulgaria,NGO-CSO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Bulgarian Industrial Association ,5.5375357,#aad7a7
385,Tartu University Institute of Ecology and Earth Sciences,Estonia,Universities and secondary schools,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tartu University Institute of Ecology and Earth Sciences,5.5375357,#d0e4a2
397,The Bulgarian News Agency (BTA),Bulgaria,Media,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Bulgarian News Agency (BTA),5.5375357,#aad7a7
459,Cité de l'espace- Toulouse,France,science centres and museums,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Cité de l'espace- Toulouse,5.5375357,#c02943
468,Central Laboratory of Physico-Chemical Mechanics (CLPhChM) - BAS,Bulgaria,Research centers,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Central Laboratory of Physico-Chemical Mechanics (CLPhChM) - BAS,5.5375357,#aad7a7
589,E-learning portal,Hungary,Portal or other independent Websites,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,E-learning portal,5.5375357,#744557
624,Envirodoc,Belgium,Events/projects,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Envirodoc,5.5375357,#d99ea0
691,Science Festival - Warsaw,Poland,Network of organizations,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,Science Festival - Warsaw,5.5375357,#ecd078
716,France Nature Environnement,France,NGO-CSO,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,France Nature Environnement,5.5375357,#c02943
754,Estonian Genome Project,Estonia,Research centers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Estonian Genome Project,5.5375357,#d0e4a2
821,Hugo Treffner Gymnasium,Estonia,Universities and secondary schools,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Hugo Treffner Gymnasium,5.5375357,#d0e4a2
869,Central Hungarian Regional Development Agency,Hungary,Subnational and local actors,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Central Hungarian Regional Development Agency,5.5375357,#744557
890,The Andrzej Soltan Institute for Nuclear Studies,Poland,Research centers,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,The Andrzej Soltan Institute for Nuclear Studies,5.5375357,#ecd078
909,Fundacja Instytut  Spraw Publicznych,Poland,NGO-CSO,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Fundacja Instytut  Spraw Publicznych,5.5375357,#ecd078
925,Hu. Association of IT companies,Hungary,NGO-CSO,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Hu. Association of IT companies,5.5375357,#744557
940,Koninklijke Academie voor Nederlandse Taal- en Letterkunde,Belgium,Advisory bodies,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Koninklijke Academie voor Nederlandse Taal- en Letterkunde,5.5375357,#d99ea0
960,Estonian Literary Museum ,Estonia,Science centres and museums,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Estonian Literary Museum ,5.5375357,#d0e4a2
994,Alliance pour la planète,France,Network of organizations,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Alliance pour la planète,5.5375357,#c02943
1012,Accademia Nazionale dei Lincei,Italy,Policy makers and governmental organizations,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Accademia Nazionale dei Lincei,5.5375357,#cfe39e
1041,La Maison de la Science,Belgium,Science centres and museums,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,La Maison de la Science,5.5375357,#d99ea0
1080,Ministry of Agriculture of Armenia,Armenia,Policy makers and governmental organizations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ministry of Agriculture of Armenia,5.5375357,#d95b43
1101,Fédération nationale des foyers ruraux,France,Network of organizations,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Fédération nationale des foyers ruraux,5.5375357,#c02943
1270,Plateform souveraineté alimentaire,Belgium,Network of organizations,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Plateform souveraineté alimentaire,5.5375357,#d99ea0
1276,Provinciale Hogeschool Limburg,Belgium,Universities and secondary schools,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Provinciale Hogeschool Limburg,5.5375357,#d99ea0
1286,Politechnika Krakowska im. Tadeusza Kościuszki,Poland,Universities and secondary schools,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Politechnika Krakowska im. Tadeusza Kościuszki,5.5375357,#ecd078
1426,Stockholm Environment Institute Estonia,Estonia,Research centers,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Stockholm Environment Institute Estonia,5.5375357,#d0e4a2
1474,Vocational High School,Montenegro,Universities and secondary schools,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Vocational High School,5.5375357,#d9b59f
1496,National Institute for Health Development,Estonia,Universities and secondary schools,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,National Institute for Health Development,5.5375357,#d0e4a2
